docid,docno,title,rank,query,qid,model
1217,1250,"Bridge on the River Kwai, The (1957)",10,War films set during World War II.,5,pipeline_1
2973,3066,Tora! Tora! Tora! (1970),1,War films set during World War II.,5,pipeline_2
1239,1272,Patton (1970),2,War films set during World War II.,5,pipeline_2
12831,64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",3,War films set during World War II.,5,pipeline_2
1217,1250,"Bridge on the River Kwai, The (1957)",4,War films set during World War II.,5,pipeline_2
4120,4223,Enemy at the Gates (2001),5,War films set during World War II.,5,pipeline_2
13347,68872,Paisan (Paisà) (1946),6,War films set during World War II.,5,pipeline_2
26664,126430,The Pacific (2010),7,War films set during World War II.,5,pipeline_2
7570,7980,"Bridge Too Far, A (1977)",8,War films set during World War II.,5,pipeline_2
2852,2944,"Dirty Dozen, The (1967)",9,War films set during World War II.,5,pipeline_2
3457,3555,U-571 (2000),10,War films set during World War II.,5,pipeline_2
2973,3066,Tora! Tora! Tora! (1970),1,War films set during World War II.,5,pipeline_3
1217,1250,"Bridge on the River Kwai, The (1957)",2,War films set during World War II.,5,pipeline_3
1939,2028,Saving Private Ryan (1998),3,War films set during World War II.,5,pipeline_3
12831,64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",4,War films set during World War II.,5,pipeline_3
10590,43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),5,War films set during World War II.,5,pipeline_3
1201,1233,"Boot, Das (Boat, The) (1981)",6,War films set during World War II.,5,pipeline_3
6901,7025,"Midnight Clear, A (1992)",7,War films set during World War II.,5,pipeline_3
2852,2944,"Dirty Dozen, The (1967)",8,War films set during World War II.,5,pipeline_3
26664,126430,The Pacific (2010),9,War films set during World War II.,5,pipeline_3
7823,8493,Memphis Belle (1990),10,War films set during World War II.,5,pipeline_3
1939,2028,Saving Private Ryan (1998),1,War films set during World War II.,5,pipeline_4
12831,64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",2,War films set during World War II.,5,pipeline_4
7570,7980,"Bridge Too Far, A (1977)",3,War films set during World War II.,5,pipeline_4
4120,4223,Enemy at the Gates (2001),4,War films set during World War II.,5,pipeline_4
1239,1272,Patton (1970),5,War films set during World War II.,5,pipeline_4
1229,1262,"Great Escape, The (1963)",6,War films set during World War II.,5,pipeline_4
1217,1250,"Bridge on the River Kwai, The (1957)",7,War films set during World War II.,5,pipeline_4
2852,2944,"Dirty Dozen, The (1967)",8,War films set during World War II.,5,pipeline_4
2973,3066,Tora! Tora! Tora! (1970),9,War films set during World War II.,5,pipeline_4
10590,43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),10,War films set during World War II.,5,pipeline_4
1939,2028,Saving Private Ryan (1998),1,War films set during World War II.,5,pipeline_5
12831,64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",2,War films set during World War II.,5,pipeline_5
7570,7980,"Bridge Too Far, A (1977)",3,War films set during World War II.,5,pipeline_5
4120,4223,Enemy at the Gates (2001),4,War films set during World War II.,5,pipeline_5
1239,1272,Patton (1970),5,War films set during World War II.,5,pipeline_5
1229,1262,"Great Escape, The (1963)",6,War films set during World War II.,5,pipeline_5
1217,1250,"Bridge on the River Kwai, The (1957)",7,War films set during World War II.,5,pipeline_5
2852,2944,"Dirty Dozen, The (1967)",8,War films set during World War II.,5,pipeline_5
2973,3066,Tora! Tora! Tora! (1970),9,War films set during World War II.,5,pipeline_5
10590,43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),10,War films set during World War II.,5,pipeline_5
1939,2028,Saving Private Ryan (1998),1,War films set during World War II.,5,pipeline_6
12831,64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",2,War films set during World War II.,5,pipeline_6
7570,7980,"Bridge Too Far, A (1977)",3,War films set during World War II.,5,pipeline_6
4120,4223,Enemy at the Gates (2001),4,War films set during World War II.,5,pipeline_6
1239,1272,Patton (1970),5,War films set during World War II.,5,pipeline_6
1217,1250,"Bridge on the River Kwai, The (1957)",6,War films set during World War II.,5,pipeline_6
1201,1233,"Boot, Das (Boat, The) (1981)",7,War films set during World War II.,5,pipeline_6
2852,2944,"Dirty Dozen, The (1967)",8,War films set during World War II.,5,pipeline_6
2973,3066,Tora! Tora! Tora! (1970),9,War films set during World War II.,5,pipeline_6
10590,43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),10,War films set during World War II.,5,pipeline_6
1189,1220,"Blues Brothers, The (1980)",1,Films with memorable car chase sequences.,6,pipeline_0
11740,54286,"Bourne Ultimatum, The (2007)",2,Films with memorable car chase sequences.,6,pipeline_0
25105,122882,Mad Max: Fury Road (2015),3,Films with memorable car chase sequences.,6,pipeline_0
48759,176101,Kingsman: The Golden Circle (2017),4,Films with memorable car chase sequences.,6,pipeline_0
55076,189333,Mission: Impossible - Fallout (2018),5,Films with memorable car chase sequences.,6,pipeline_0
1323,1358,Sling Blade (1996),6,Films with memorable car chase sequences.,6,pipeline_0
2187,2278,Ronin (1998),7,Films with memorable car chase sequences.,6,pipeline_0
11649,53519,Death Proof (2007),8,Films with memorable car chase sequences.,6,pipeline_0
6260,6378,"Italian Job, The (2003)",9,Films with memorable car chase sequences.,6,pipeline_0
6952,7076,Bullitt (1968),10,Films with memorable car chase sequences.,6,pipeline_0
34684,145312,The Chinese Boxer (1970),1,Films with memorable car chase sequences.,6,pipeline_1
67063,216261,The Great Chase (1962),2,Films with memorable car chase sequences.,6,pipeline_1
22028,113126,Val Lewton:  The Man in the Shadows (2007),3,Films with memorable car chase sequences.,6,pipeline_1
23371,117722,The Forgotten Faces (1961),4,Films with memorable car chase sequences.,6,pipeline_1
55733,190767,Baaghi 2 (2018),5,Films with memorable car chase sequences.,6,pipeline_1
415,420,Beverly Hills Cop III (1994),6,Films with memorable car chase sequences.,6,pipeline_1
81133,272161,Hollywood Bulldogs: The Rise and Falls of the Great British Stuntman (2021),7,Films with memorable car chase sequences.,6,pipeline_1
7404,7698,"China Syndrome, The (1979)",8,Films with memorable car chase sequences.,6,pipeline_1
76601,253328,Precious Images (1986),9,Films with memorable car chase sequences.,6,pipeline_1
6952,7076,Bullitt (1968),10,Films with memorable car chase sequences.,6,pipeline_1
1189,1220,"Blues Brothers, The (1980)",1,Films with memorable car chase sequences.,6,pipeline_2
2187,2278,Ronin (1998),2,Films with memorable car chase sequences.,6,pipeline_2
3617,3717,Gone in 60 Seconds (2000),3,Films with memorable car chase sequences.,6,pipeline_2
28100,130634,Furious 7 (2015),4,Films with memorable car chase sequences.,6,pipeline_2
6952,7076,Bullitt (1968),5,Films with memorable car chase sequences.,6,pipeline_2
48759,176101,Kingsman: The Golden Circle (2017),6,Films with memorable car chase sequences.,6,pipeline_2
7176,7300,Vanishing Point (1971),7,Films with memorable car chase sequences.,6,pipeline_2
10988,47330,Dirty Mary Crazy Larry (1974),8,Films with memorable car chase sequences.,6,pipeline_2
1323,1358,Sling Blade (1996),9,Films with memorable car chase sequences.,6,pipeline_2
17120,89945,BlinkyTM (2011),10,Films with memorable car chase sequences.,6,pipeline_2
6952,7076,Bullitt (1968),1,Films with memorable car chase sequences.,6,pipeline_3
3617,3717,Gone in 60 Seconds (2000),2,Films with memorable car chase sequences.,6,pipeline_3
28100,130634,Furious 7 (2015),3,Films with memorable car chase sequences.,6,pipeline_3
2187,2278,Ronin (1998),4,Films with memorable car chase sequences.,6,pipeline_3
10988,47330,Dirty Mary Crazy Larry (1974),5,Films with memorable car chase sequences.,6,pipeline_3
1323,1358,Sling Blade (1996),6,Films with memorable car chase sequences.,6,pipeline_3
1189,1220,"Blues Brothers, The (1980)",7,Films with memorable car chase sequences.,6,pipeline_3
48759,176101,Kingsman: The Golden Circle (2017),8,Films with memorable car chase sequences.,6,pipeline_3
7176,7300,Vanishing Point (1971),9,Films with memorable car chase sequences.,6,pipeline_3
34684,145312,The Chinese Boxer (1970),10,Films with memorable car chase sequences.,6,pipeline_3
1189,1220,"Blues Brothers, The (1980)",1,Films with memorable car chase sequences.,6,pipeline_4
48759,176101,Kingsman: The Golden Circle (2017),2,Films with memorable car chase sequences.,6,pipeline_4
6952,7076,Bullitt (1968),3,Films with memorable car chase sequences.,6,pipeline_4
34684,145312,The Chinese Boxer (1970),4,Films with memorable car chase sequences.,6,pipeline_4
22028,113126,Val Lewton:  The Man in the Shadows (2007),5,Films with memorable car chase sequences.,6,pipeline_4
17120,89945,BlinkyTM (2011),6,Films with memorable car chase sequences.,6,pipeline_4
41118,160072,Down with Your Hands... You Scum! (1971),7,Films with memorable car chase sequences.,6,pipeline_4
81133,272161,Hollywood Bulldogs: The Rise and Falls of the Great British Stuntman (2021),8,Films with memorable car chase sequences.,6,pipeline_4
76601,253328,Precious Images (1986),9,Films with memorable car chase sequences.,6,pipeline_4
55733,190767,Baaghi 2 (2018),10,Films with memorable car chase sequences.,6,pipeline_4
1189,1220,"Blues Brothers, The (1980)",1,Films with memorable car chase sequences.,6,pipeline_5
48759,176101,Kingsman: The Golden Circle (2017),2,Films with memorable car chase sequences.,6,pipeline_5
1323,1358,Sling Blade (1996),3,Films with memorable car chase sequences.,6,pipeline_5
2187,2278,Ronin (1998),4,Films with memorable car chase sequences.,6,pipeline_5
6952,7076,Bullitt (1968),5,Films with memorable car chase sequences.,6,pipeline_5
3617,3717,Gone in 60 Seconds (2000),6,Films with memorable car chase sequences.,6,pipeline_5
22028,113126,Val Lewton:  The Man in the Shadows (2007),7,Films with memorable car chase sequences.,6,pipeline_5
28100,130634,Furious 7 (2015),8,Films with memorable car chase sequences.,6,pipeline_5
17120,89945,BlinkyTM (2011),9,Films with memorable car chase sequences.,6,pipeline_5
6444,6566,Spy Kids 3-D: Game Over (2003),10,Films with memorable car chase sequences.,6,pipeline_5
1189,1220,"Blues Brothers, The (1980)",1,Films with memorable car chase sequences.,6,pipeline_6
48759,176101,Kingsman: The Golden Circle (2017),2,Films with memorable car chase sequences.,6,pipeline_6
1323,1358,Sling Blade (1996),3,Films with memorable car chase sequences.,6,pipeline_6
2187,2278,Ronin (1998),4,Films with memorable car chase sequences.,6,pipeline_6
6952,7076,Bullitt (1968),5,Films with memorable car chase sequences.,6,pipeline_6
3617,3717,Gone in 60 Seconds (2000),6,Films with memorable car chase sequences.,6,pipeline_6
34684,145312,The Chinese Boxer (1970),7,Films with memorable car chase sequences.,6,pipeline_6
22028,113126,Val Lewton:  The Man in the Shadows (2007),8,Films with memorable car chase sequences.,6,pipeline_6
28100,130634,Furious 7 (2015),9,Films with memorable car chase sequences.,6,pipeline_6
6444,6566,Spy Kids 3-D: Game Over (2003),10,Films with memorable car chase sequences.,6,pipeline_6
14104,72998,Avatar (2009),1,Documentaries exploring environmental issues.,7,pipeline_0
50775,180345,A Crude Awakening (2006),2,Documentaries exploring environmental issues.,7,pipeline_0
36071,148594,The Otherworld (2013),3,Documentaries exploring environmental issues.,7,pipeline_0
9412,27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),4,Documentaries exploring environmental issues.,7,pipeline_0
5509,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),5,Documentaries exploring environmental issues.,7,pipeline_0
5559,5669,Bowling for Columbine (2002),6,Documentaries exploring environmental issues.,7,pipeline_0
3314,3408,Erin Brockovich (2000),7,Documentaries exploring environmental issues.,7,pipeline_0
2908,3000,Princess Mononoke (Mononoke-hime) (1997),8,Documentaries exploring environmental issues.,7,pipeline_0
53915,186899,The Ties That Bind (1985),9,Documentaries exploring environmental issues.,7,pipeline_0
84594,282435,Subject (2022),10,Documentaries exploring environmental issues.,7,pipeline_0
50775,180345,A Crude Awakening (2006),1,Documentaries exploring environmental issues.,7,pipeline_1
54928,189023,The Dilapidated Dwelling (2000),2,Documentaries exploring environmental issues.,7,pipeline_1
36071,148594,The Otherworld (2013),3,Documentaries exploring environmental issues.,7,pipeline_1
73350,238044,"Clear Cut: The Story of Philomath, Oregon (2006)",4,Documentaries exploring environmental issues.,7,pipeline_1
32114,139634,The True Cost (2015),5,Documentaries exploring environmental issues.,7,pipeline_1
50578,179945,Dr. Feelgood (2016),6,Documentaries exploring environmental issues.,7,pipeline_1
53915,186899,The Ties That Bind (1985),7,Documentaries exploring environmental issues.,7,pipeline_1
16299,86279,Into Eternity (2010),8,Documentaries exploring environmental issues.,7,pipeline_1
19690,102133,Revolution (2012),9,Documentaries exploring environmental issues.,7,pipeline_1
4704,4809,Silkwood (1983),10,Documentaries exploring environmental issues.,7,pipeline_1
50775,180345,A Crude Awakening (2006),1,Documentaries exploring environmental issues.,7,pipeline_2
36071,148594,The Otherworld (2013),2,Documentaries exploring environmental issues.,7,pipeline_2
50578,179945,Dr. Feelgood (2016),3,Documentaries exploring environmental issues.,7,pipeline_2
32114,139634,The True Cost (2015),4,Documentaries exploring environmental issues.,7,pipeline_2
73350,238044,"Clear Cut: The Story of Philomath, Oregon (2006)",5,Documentaries exploring environmental issues.,7,pipeline_2
16299,86279,Into Eternity (2010),6,Documentaries exploring environmental issues.,7,pipeline_2
19690,102133,Revolution (2012),7,Documentaries exploring environmental issues.,7,pipeline_2
19916,103296,Minamata: The Victims and Their World (Minamata: Kanja-san to sono sekai) (1971),8,Documentaries exploring environmental issues.,7,pipeline_2
28935,132490,Return to Source: The Philosophy of The Matrix (2004),9,Documentaries exploring environmental issues.,7,pipeline_2
4704,4809,Silkwood (1983),10,Documentaries exploring environmental issues.,7,pipeline_2
50578,179945,Dr. Feelgood (2016),1,Documentaries exploring environmental issues.,7,pipeline_3
32114,139634,The True Cost (2015),2,Documentaries exploring environmental issues.,7,pipeline_3
50775,180345,A Crude Awakening (2006),3,Documentaries exploring environmental issues.,7,pipeline_3
36071,148594,The Otherworld (2013),4,Documentaries exploring environmental issues.,7,pipeline_3
16299,86279,Into Eternity (2010),5,Documentaries exploring environmental issues.,7,pipeline_3
73350,238044,"Clear Cut: The Story of Philomath, Oregon (2006)",6,Documentaries exploring environmental issues.,7,pipeline_3
57923,195457,The History of White People in America (1985),7,Documentaries exploring environmental issues.,7,pipeline_3
19690,102133,Revolution (2012),8,Documentaries exploring environmental issues.,7,pipeline_3
37624,152258,In the Shadow of Women (2015),9,Documentaries exploring environmental issues.,7,pipeline_3
53915,186899,The Ties That Bind (1985),10,Documentaries exploring environmental issues.,7,pipeline_3
50775,180345,A Crude Awakening (2006),1,Documentaries exploring environmental issues.,7,pipeline_4
36071,148594,The Otherworld (2013),2,Documentaries exploring environmental issues.,7,pipeline_4
53915,186899,The Ties That Bind (1985),3,Documentaries exploring environmental issues.,7,pipeline_4
84594,282435,Subject (2022),4,Documentaries exploring environmental issues.,7,pipeline_4
